id,daysUntilLastEdit,daysUntilSolved,countEditions
3516037,0,0,7
11624932,0,0,5
8243570,0,0,4
24908808,0,1,5
43840596,0,4,3
4709294,0,0,4
25498484,0,0,4
14169539,0,0,3
8363833,0,35,3
14403519,0,0,3
10117761,0,0,3
22640945,0,0,5
35441061,0,0,3
37569149,0,0,3
33275763,0,0,6
27546713,0,0,3
26430961,0,0,3
44685461,1,5,5
19439820,0,0,3
15020550,2,2,4
7740267,0,0,3
41869321,0,0,3
15518609,1,2,6
40865313,0,0,3
8115399,0,0,3
25602864,0,0,3
25155710,0,0,3
27087810,0,3,3
35123894,0,0,11
38246720,18,33,5
19941052,0,0,3
5321884,0,0,3
28435517,0,0,3
12269957,0,0,3
4292131,0,0,3
4773990,0,0,3
40826865,0,0,6
7735454,0,0,3
47812757,0,0,4
40063295,0,0,4
3506844,0,0,3
30353854,0,0,3
7193093,0,1,3
35313926,0,0,3
14438801,0,0,3
29114937,0,0,3
3812118,0,0,7
27780153,0,0,3
23647021,0,0,3
36948282,0,0,3
4563799,0,0,3
7077208,0,0,3
33348936,0,0,3
3117442,0,0,3
50900109,0,0,3
18495518,0,0,8
52298080,0,0,3
20587430,0,0,3
6146878,0,27,3
23609881,0,1,3
48619620,0,0,5
28363307,0,0,3
18834399,0,0,4
34837276,0,0,3
20180822,0,0,3
27753845,0,0,4
24442060,0,1,3
14616644,0,0,6
12504652,0,0,4
5735460,0,1,4
7357912,0,0,3
14406855,0,5,4
36377241,0,0,3
25201932,0,0,3
41723319,0,0,3
44659513,1,1,6
27907633,0,0,3
10296368,0,0,3
4825652,0,0,3
34278532,0,1,4
10574752,0,0,7
18731919,0,1,3
213368,1365,1365,5
950544,0,0,4
51580490,0,1,3
30184875,0,1,3
33751735,0,0,3
40741710,0,0,3
25444094,0,0,3
7551490,0,0,5
50436179,0,0,4
7207337,0,0,3
25149463,0,0,3
38673559,0,2,6
20872986,0,11,4
24662082,0,0,3
29152565,0,34,4
50903080,0,0,3
2386211,0,0,4
10087119,0,12,4
28324682,0,0,6
48919195,0,0,5
8333813,0,0,3
50995123,0,2,3
23710612,0,0,3
1720088,0,0,3
10255152,0,0,3
29142403,0,1,3
47903048,0,0,3
28988338,0,0,3
46051829,0,0,3
6392136,0,0,3
35085764,0,3,3
20846643,0,0,3
10906817,0,0,3
44946136,0,0,4
17732094,0,1,3
18186906,0,1,3
21382866,0,0,3
31952008,0,0,3
38380009,0,0,6
123216,0,1,4
34343524,0,0,3
32914522,0,231,4
12540757,0,0,3
32974888,0,0,4
31996885,0,0,3
18653783,0,0,3
38634300,0,6,3
45022140,0,0,3
22714194,0,0,3
36304711,0,0,6
10449599,0,0,4
19798091,0,236,3
33525790,0,0,8
42081401,0,0,3
5913062,0,0,3
9416106,0,264,3
12802768,0,0,3
41471111,0,0,3
17320245,0,0,3
50877255,0,0,3
34318005,0,1,3
22799757,0,2,3
33627533,0,0,3
21526176,0,58,5
21477110,0,0,3
19284071,0,0,3
15528146,0,0,4
41296597,0,0,3
35186389,0,1,4
34652486,0,0,4
33734474,0,0,3
39460127,8,9,7
24052601,0,0,3
44585611,0,0,5
10200159,0,0,3
10387878,0,0,4
29705995,0,0,5
9357008,0,1,3
42683848,0,0,3
24747461,0,0,3
38559760,0,0,3
25714380,0,0,4
11578855,0,0,3
41913913,0,0,3
11975445,0,8,3
42308243,0,1,5
46498204,0,1,3
34394086,0,0,3
10031417,0,0,3
36155690,0,0,3
24325015,0,3,3
19423597,0,0,3
12457257,0,1,3
9523527,0,0,3
34932142,0,0,3
9939981,0,0,3
24836901,0,0,3
39677851,0,0,6
19703826,0,0,3
30912737,0,0,6
21474614,0,14,4
34375401,0,0,3
11495628,0,1,4
22967500,1,1,7
24604559,0,0,3
24579483,0,0,4
21170720,0,0,3
38540241,0,0,3
48319912,0,0,3
48216924,0,2,3
34755819,0,1,4
23751966,0,0,4
40353045,0,0,3
36315480,0,0,3
45316722,0,0,3
7356854,0,0,3
49146341,0,2,4
33159390,0,1,3
40365146,1,1,7
6963836,0,0,3
20033661,0,0,3
20573407,0,0,3
42736963,0,0,5
43449554,0,8,3
49532297,0,0,3
30551077,0,0,3
26962723,0,72,3
21569450,0,0,3
6060793,0,5,3
10307787,0,0,4
51134441,0,0,3
12367991,0,0,3
50127556,0,0,3
9487106,0,0,3
1473179,0,13,4
2432798,0,63,3
25995248,0,0,3
31678776,0,0,3
36744308,0,7,4
12238695,0,0,4
29652689,0,3,3
42102961,0,0,4
11734730,0,0,7
5425977,0,0,3
17539761,0,0,3
2419500,0,0,3
6920549,0,0,3
13018635,0,3,3
2555382,0,0,3
22903514,0,0,7
49998262,0,0,3
7864044,1,198,5
1677418,0,1,3
30186421,0,2,4
5724237,0,0,3
3997078,0,0,3
11514599,0,0,3
225675,0,0,4
2329005,0,0,3
38531429,0,0,5
11476664,0,0,3
23561531,0,0,3
3989162,0,0,3
49938995,1,1,4
12358043,0,0,3
50271655,0,0,3
26190294,0,9,3
2620635,0,0,3
36165828,0,198,3
44783061,0,0,3
11990295,0,0,3
49324572,0,0,3
39295606,0,0,3
14264562,0,0,3
10044976,0,0,3
32853902,0,1,3
1091989,0,0,3
26300693,0,0,3
37465572,0,0,3
47518854,0,0,4
43918402,0,0,3
17063088,0,0,3
33982619,0,0,5
45744376,1,1,4
23561043,0,6,3
37473723,0,0,4
6926328,0,0,3
44851300,0,0,3
32042748,0,0,4
21057200,0,0,3
6004663,0,0,4
46080622,0,0,3
44316648,0,0,4
3823362,0,0,3
36545546,0,0,3
5026434,0,0,3
26972533,0,0,3
30540300,0,0,4
12968707,0,0,3
42720705,0,0,3
10932589,216,249,4
43656260,0,0,3
48938414,0,6,3
3931334,0,0,3
1543901,0,0,3
49675445,0,0,3
17492963,0,0,3
10372744,0,0,3
19347739,0,0,3
22213458,0,0,3
10667549,0,0,4
49587024,0,0,3
10774348,0,0,3
10571598,0,1,4
26235496,0,0,4
38281423,0,0,3
32572856,0,1,3
34806433,0,0,5
37851171,0,14,4
44034049,0,1,3
19004273,0,0,3
6935073,0,0,3
14251639,0,0,5
32618223,0,0,3
47184535,0,1,3
39227277,0,1,3
37393175,0,0,3
1242533,0,0,3
24749093,0,0,3
45207442,0,20,4
18936076,0,42,3
36385286,1,1,6
18907564,0,1,3
35349539,0,0,5
37050653,0,0,4
34054662,0,1,7
50643926,0,0,3
6248049,0,0,3
19122893,0,1,3
31409243,0,0,3
34200671,0,0,3
31862637,0,0,3
45540204,0,0,3
40493512,0,0,3
38307616,0,0,4
23851789,0,0,4
14142793,0,0,3
34301962,0,0,3
38273418,0,1,4
32069492,0,0,3
34568767,0,0,3
25786245,0,0,3
43248205,0,0,3
20395562,0,0,3
15466083,0,0,3
30802160,0,0,3
7870810,0,1,3
43205407,0,2,5
30737937,0,0,3
44628115,0,0,3
38761419,0,0,3
27427114,0,0,4
81288,0,0,3
34730035,0,0,5
39534756,0,0,3
43974244,0,0,3
21563605,0,0,4
43583574,16,18,4
17710625,0,0,3
44017973,0,0,3
1452187,1,1,4
9124048,0,0,5
5608091,0,0,3
15973184,0,0,3
8872769,0,0,3
377920,0,0,3
48070987,0,0,3
5590015,0,0,3
29921404,0,58,3
9021138,0,1,12
22027413,0,1,3
29808041,0,0,5
9703859,0,0,3
15980370,1,1,5
9028058,0,0,3
5555199,0,0,3
542987,0,0,3
8952043,0,0,3
9057772,0,1,4
16701790,0,0,3
17151015,0,4,4
16281776,0,33,3
16111754,0,0,3
28879570,0,0,3
15927034,0,0,3
25483576,0,0,3
27727429,0,1,3
17125718,0,0,3
27612687,0,0,3
554440,0,0,3
51682323,0,0,4
26594023,0,0,3
25990288,0,0,3
25587497,0,1,3
2268237,0,9,6
46101768,0,0,3
46127149,0,0,4
4574146,0,0,3
28093632,2,36,5
28659697,0,0,3
16225828,0,0,3
19409010,0,1,3
7607844,3,3,7
8514134,0,0,8
15057221,0,5,3
25679192,0,0,3
44718810,0,4,4
30017271,0,20,5
29883387,0,0,3
24161254,0,2,4
43278180,3,4,4
25507213,0,0,7
29496887,0,0,10
47642906,0,0,5
28446743,0,0,4
8324856,0,0,3
13387164,0,0,4
45666888,0,1,3
8588863,0,0,6
27206174,0,1,4
15739774,0,0,3
15384042,0,0,3
885854,0,0,4
39891974,0,1,3
21908533,0,0,3
42907203,0,0,3
23969685,0,1,3
46177509,0,0,3
6634111,0,0,3
12551388,0,0,3
16586129,6,15,4
24889984,0,0,3
2141188,0,0,3
27316125,0,0,3
52117232,0,0,3
14838273,0,3,3
43813784,0,0,3
12566649,0,0,3
27042709,2,4,5
29306199,0,0,3
4822048,0,0,3
15461941,0,0,4
15295046,0,0,3
26565225,0,1,3
4087063,0,0,3
28716172,0,0,3
15264434,0,0,6
7339241,0,1,3
21681822,0,0,7
35501554,0,0,3
8550183,0,0,3
802428,0,0,3
27776889,0,0,4
3006835,0,6,3
15210748,0,0,3
7623597,0,0,3
25282872,0,1,4
15306697,0,0,5
40700181,0,2,4
39581585,0,0,3
27614119,0,0,3
26422133,0,0,3
12406974,0,1,3
13594472,0,1,3
25324260,2,10,7
30690048,0,0,3
46216564,0,0,12
7253926,0,0,3
19544691,0,0,4
42912039,0,1,3
26678502,0,0,3
25411157,0,0,6
12603269,0,34,3
43835662,0,0,3
5840871,0,0,3
11328362,0,0,3
27759896,0,0,3
4985935,0,0,3
3844568,0,27,4
29202840,0,0,3
26502374,0,0,4
29016986,1,18,5
278902,0,0,5
30117168,0,0,3
27977772,0,0,7
5860172,0,2,5
24600346,0,0,3
43769374,0,0,3
1342143,0,1,4
36403389,0,0,4
6383053,0,0,5
7364185,0,0,3
2746059,0,0,4
42927000,0,0,3
14690512,0,0,3
14458287,2,2,4
52607720,0,0,3
47243299,0,2,3
19532827,0,0,3
18411046,0,0,5
10556655,6,7,6
9354834,0,0,3
5680829,0,1,4
3550175,0,0,3
6335428,0,0,3
22716591,0,0,3
20046278,0,0,3
38884024,0,0,3
10275288,0,0,3
22507187,0,0,3
3343413,0,0,4
39667727,3,4,4
6517479,0,0,3
35963725,0,0,3
7605575,0,83,3
16512309,0,0,3
5888933,1,1,4
7023914,0,0,3
19623124,0,506,4
23243275,0,0,3
47275622,0,8,4
52548901,0,0,3
10583724,0,0,3
34259227,0,54,3
20761486,0,0,3
7229014,0,0,4
12012033,0,0,3
19836615,0,0,3
29135302,0,0,3
1671153,0,0,3
7280527,0,0,3
3438237,0,0,3
52040084,0,0,4
50496623,0,0,3
29080843,0,0,3
1649689,0,0,3
37989118,2,3,4
23199374,0,1,3
41188318,0,0,4
52789377,0,0,5
23654877,0,5,3
23427444,0,0,4
4762645,0,1,3
30859377,15,15,8
51071542,0,0,5
33006880,0,0,3
11763429,0,0,4
32664991,0,0,3
19443444,0,0,3
18668873,0,0,4
17512663,0,0,9
26444370,0,0,3
33036620,0,6,4
9933915,0,0,5
20480723,0,0,3
12360047,0,0,3
33753589,0,0,4
41278621,0,0,3
8319290,0,0,3
21301670,0,0,7
20497741,0,154,3
49111565,3,48,6
29650907,0,0,3
35894572,0,0,3
5792533,0,2,4
20705065,0,0,3
22003650,0,0,4
37916985,0,0,3
6866423,0,0,3
2651419,0,0,3
51004670,0,1,4
34782409,0,0,3
40648750,0,0,5
11714675,0,0,4
48431307,0,0,3
23514069,0,0,4
18684920,0,0,3
21504411,0,0,3
32048395,0,0,8
7513730,0,0,3
40779273,0,2,4
6130820,0,0,3
21251307,0,0,3
25336643,0,0,4
48460471,0,0,5
2437035,0,0,3
14253164,0,0,3
20810193,0,0,3
43861281,0,0,5
24309507,0,0,3
50106240,0,0,3
38932008,0,0,6
24117420,0,0,3
22996220,0,0,3
35124537,0,0,4
3727787,0,0,3
19528023,0,0,3
10988095,0,0,9
10508801,0,0,3
4219627,0,1,5
30576315,0,0,3
7712082,1,1,5
11971791,0,0,3
11579828,3,3,5
10939689,2,21,6
6506819,0,13,3
41305247,0,0,3
35092720,0,0,3
42413315,0,1,5
10995647,0,0,5
52434452,0,1,4
44579207,0,0,3
40842494,0,0,8
13879989,1,3,7
19229908,10,10,5
35918007,0,0,3
50021010,0,0,6
28330696,0,0,5
22986727,0,0,4
39207921,0,0,6
39161706,0,0,3
11913907,0,2,3
44569631,0,0,3
14317007,0,0,4
23570613,0,0,5
18802292,0,0,3
51566508,0,1,3
31551950,0,2,4
35245090,0,1,3
50037595,0,1,3
40359831,0,0,3
30460343,0,0,4
49329559,0,0,3
10291690,0,0,6
45338207,0,0,3
33221287,0,0,3
21287998,0,0,3
3449377,0,2,3
40756042,0,20,3
52796303,0,1,3
52923062,0,0,3
22500424,0,0,3
4079131,0,0,3
53422077,1,1,5
205504,0,0,3
46764036,0,0,3
53008401,0,0,4
6584750,0,0,4
28338338,0,0,3
50272631,0,0,3
26093073,0,0,3
40823042,0,4,5
47236714,0,0,3
52401744,0,0,4
45189931,0,0,3
21693821,0,0,4
41447695,0,0,3
34847743,0,0,3
17892108,0,0,3
21388511,0,20,3
36260583,0,0,5
11704935,0,0,4
34039769,0,0,3
11586353,0,0,6
10936514,0,0,4
28606029,0,0,3
31574966,0,1,3
14306212,0,0,3
49351249,9,10,5
81260,0,0,3
43704816,0,1,3
22706745,0,0,3
14217499,0,0,4
11450514,0,0,3
23487131,0,0,3
34383351,0,0,5
1030093,0,0,3
42119091,1,1,5
45736193,0,0,5
7556826,0,0,3
6887542,0,0,3
26412139,0,1,3
43003301,0,0,3
40353869,0,0,3
5447923,0,0,3
37170017,0,2,3
1378832,0,0,5
18041043,0,1,3
38613790,0,0,3
37528076,0,0,3
35600188,5,6,5
39678570,0,0,3
21540496,0,0,3
22773647,0,0,3
38648385,5,25,4
24267486,0,0,4
33058924,0,0,3
4828323,0,3,3
19577632,0,0,3
48474592,0,2,6
41383822,0,0,3
35220796,0,0,3
51356927,0,0,4
33431184,0,0,3
43643427,0,0,3
6273383,0,3,3
9331577,0,1,3
51747904,0,0,3
47365800,0,0,3
20328504,0,0,3
44335804,0,0,9
36100910,0,0,4
2629918,0,7,3
36662114,0,0,3
49633004,0,0,3
39792128,0,0,3
23065643,0,0,3
34130922,0,0,3
49558381,0,0,3
43529600,0,1,3
4944879,0,0,3
43662780,0,0,4
37041599,0,0,3
44761118,0,0,3
21252069,0,0,4
36801234,0,0,4
1392708,0,0,3
43718522,0,1,4
49368093,0,0,3
9656371,0,1,3
18599798,0,1,3
6905793,1,1,4
17437391,1,1,4
46760861,0,1,4
12661485,0,0,3
47760423,0,0,3
10657342,0,135,4
37461567,0,11,3
53098063,0,0,3
6955536,0,0,3
51341682,0,0,3
18589694,0,0,3
21746063,0,0,3
22250483,0,359,4
47380436,0,1,5
6821417,0,0,3
51027113,0,0,4
46813151,0,0,6
37316642,0,0,3
47938835,0,15,5
44042456,0,0,3
2649187,0,0,3
19341915,0,0,3
36539831,0,0,3
37235975,0,0,3
48666698,0,0,7
36505841,0,0,4
21390326,0,0,3
1278814,0,0,3
9413361,0,0,3
47510106,0,0,6
26288962,0,0,3
37908985,0,0,5
18089969,0,10,3
36671287,0,0,3
36101004,0,0,3
31880455,0,0,3
13550503,0,0,4
6524327,0,0,3
36606247,0,0,3
6708923,0,0,3
12646165,0,0,5
40482762,0,0,3
9514521,0,0,3
26860828,0,0,3
49719940,0,0,3
28611141,0,0,4
10765630,0,0,4
5124749,0,0,3
31995157,0,8,3
48339372,0,1,3
32016188,0,0,3
12792750,0,0,3
21461400,0,0,3
8423568,0,0,3
9731110,0,0,3
4627053,0,0,5
48499693,0,0,5
5647967,0,3,3
8868592,0,0,3
15938555,1,3,6
409846,0,0,3
9834702,0,0,3
16571473,0,0,3
52069321,0,0,3
417831,0,0,3
29775034,0,0,3
8833997,0,0,3
51692392,0,0,3
29745999,0,0,3
16016416,0,0,4
2046326,0,0,3
30018408,0,0,3
15800422,0,0,4
29913785,0,0,3
4501361,1,2,5
16054266,0,0,3
9001821,0,0,3
16600512,0,0,3
16261951,0,0,3
13396705,0,0,3
15993540,1,1,4
26619985,0,1,3
27886107,0,0,4
29247328,0,0,3
16739602,0,0,3
9689571,0,0,3
8865648,0,0,3
8014913,0,0,4
46631548,0,0,6
22113656,0,0,3
29350539,0,0,3
15765848,0,0,4
29396755,0,0,3
14972852,0,0,4
16275780,0,0,3
11343762,0,0,4
49436884,0,0,4
25037988,0,0,3
28698630,0,0,3
46593463,0,1,3
16147602,0,0,5
24155196,2,2,8
16565194,0,0,3
39908657,0,0,3
42875712,0,6,3
42848521,0,0,4
5567705,0,0,4
27947009,0,0,4
8196143,0,10,3
4278715,0,0,3
4383024,0,0,3
45630315,0,0,5
7164612,0,0,3
8738785,0,0,3
1906621,0,0,3
27821578,0,0,3
47624772,0,0,3
16907331,0,0,3
15336620,0,0,3
25942185,0,0,4
30331032,0,0,3
8074305,0,0,6
8442118,0,0,3
29030889,0,0,3
26539242,0,1,3
7747683,0,1,4
8494004,0,0,3
42764905,88,88,5
45620696,0,0,3
14695272,0,262,3
7123583,0,0,3
26642447,0,1,3
4343226,0,11,3
29955198,0,0,3
44650320,0,0,5
32503576,0,0,4
17251709,0,0,7
7095179,0,91,3
44214940,0,0,6
14145879,0,0,4
4080784,1,8,5
38056403,0,1,7
15158212,0,0,3
5356892,0,0,3
4181761,0,0,4
29196708,0,0,3
46211909,0,0,3
44180773,0,0,4
53276892,0,0,7
1142800,0,0,4
16282819,0,3,5
24493448,10,11,6
9712432,0,0,4
27212166,0,0,5
8479364,0,0,6
7245522,0,0,4
8496584,0,0,4
20353162,0,0,3
38063837,1,1,6
20540036,0,0,3
24511449,0,14,6
32451968,0,0,5
41880000,0,0,3
2215958,0,0,3
34463550,0,0,3
12596839,0,0,3
41893442,0,0,3
14832708,2,2,5
35419576,0,1,7
564816,0,0,3
40844243,0,0,8
12601439,0,0,6
24397487,1,2,6
3498646,0,0,4
46856554,0,0,3
6271236,0,0,3
17569028,0,0,3
40222636,0,0,3
24717566,0,325,7
7317674,0,0,3
7108125,0,0,4
15206206,0,0,3
25339994,1,1,5
6366946,0,0,3
17124370,0,0,3
21848449,0,0,4
30707849,0,0,3
844192,0,0,3
6395038,0,0,5
23371767,0,0,3
14657226,0,0,3
35402950,0,0,4
47243785,1,3,4
20952686,0,0,3
13909687,0,0,4
7961565,0,0,3
48382594,0,1,5
46487549,0,0,3
27728190,0,2,4
46726900,0,0,5
44425035,0,2,5
25294349,0,0,3
7560820,0,0,3
18310645,0,0,4
40726660,0,0,3
13215348,0,0,3
51949356,0,0,4
19410347,0,13,3
41229464,0,1,4
33287966,0,1,3
19518859,0,0,3
20971637,0,2,4
703197,0,0,3
4705413,0,0,3
34830137,0,0,3
11513465,0,0,3
41543465,0,0,3
23663769,0,0,4
2746128,0,0,5
24489807,0,0,3
18705833,0,63,3
23161091,0,0,3
50756896,0,0,3
33109352,0,0,5
53354385,0,0,5
35978825,0,0,3
747078,0,0,3
44537821,0,85,4
44430576,0,33,5
10436519,0,0,6
49070715,0,0,3
14544948,0,0,3
20092059,0,0,3
48713426,0,136,3
23414665,0,0,5
44277730,0,0,4
52790101,0,0,3
4782517,0,1,3
26495908,1,1,4
23260450,0,0,6
17761904,0,0,4
18446691,0,0,3
14925615,0,0,6
32739702,0,0,3
33244430,0,0,4
20524995,0,1,3
24534275,87,87,7
34467136,0,1,3
2542084,0,0,3
48863621,0,0,5
42974395,1,1,5
34495456,0,0,4
33929561,0,0,5
19871722,0,76,3
10257499,0,0,3
48447524,0,0,3
52434879,0,0,3
36324349,0,0,5
18801144,0,0,6
7062220,0,0,5
51989718,0,0,3
33105257,0,1,3
41425982,0,0,6
39626368,0,0,3
34306795,0,0,5
50437362,0,0,3
36493727,0,0,4
1767400,0,1,3
35919558,1,1,4
12452176,0,0,3
35953187,0,0,3
33223075,0,0,3
22443321,0,0,3
11144799,0,0,3
9958259,0,0,4
40605606,0,0,3
36037882,0,0,4
14771797,0,0,3
48428082,0,0,3
7255166,0,1,3
20874998,0,0,3
40095830,0,0,3
34475739,0,9,3
21726718,0,0,3
11566268,0,0,4
52039966,0,2,4
15509744,0,0,3
34434884,0,0,3
20886292,0,0,3
48941613,0,0,4
17994596,0,0,4
31665181,0,1,3
40436648,0,0,3
19399621,0,0,3
10962551,0,0,3
49343177,0,0,3
46962164,0,0,5
4926114,0,0,3
50354202,2,7,6
40691899,0,1,3
38578519,0,0,4
36185800,0,6,3
24838932,0,0,3
10867337,0,0,5
5919091,0,0,4
10373464,3,3,10
17064709,0,0,3
31376194,0,0,3
35540554,0,1,3
31494717,0,0,4
18919201,0,0,3
9859286,0,0,5
9490513,0,1,3
42048907,0,0,3
18696196,0,0,3
10528216,0,0,3
12084600,0,1,4
23805495,0,0,4
5941472,0,0,3
5904823,0,0,3
21724366,0,0,4
11825353,0,1,3
50528520,0,0,3
39409603,0,0,5
31022614,0,0,3
10518905,0,0,6
6509399,0,0,3
5118725,0,0,4
7900851,0,0,3
22779689,0,1,3
1751075,0,0,3
29645707,0,0,5
51889959,0,0,7
12027048,0,0,5
43121727,0,0,3
12009030,0,0,3
35521413,0,0,5
10490028,0,1,3
49237666,3,3,4
50121859,0,0,3
12027033,0,0,3
42745194,0,0,5
38373223,0,0,3
35927818,0,11,3
40339748,0,0,3
53094911,0,0,7
18146517,0,0,3
20218731,0,0,4
12197106,0,0,3
31556943,0,0,3
5948966,0,0,3
48962161,0,0,4
19651412,0,0,3
34087492,0,3,3
2629574,0,48,3
17258702,0,0,3
34780344,1,1,4
11175058,0,0,7
51099688,0,0,3
41265327,0,0,3
44282876,0,8,3
36728124,0,0,3
51487148,0,28,3
17361210,0,0,6
35106794,0,0,3
3654720,0,0,3
7600507,0,0,3
39164030,0,0,4
40936611,0,0,3
22894362,0,0,3
5401635,0,0,3
25714086,0,0,3
2910349,0,0,3
16950080,0,56,4
49146990,0,2,5
34892055,0,0,3
20158469,0,0,8
42381948,0,0,5
47440643,0,0,3
4796331,0,0,3
40140728,0,15,4
12015956,0,0,3
26336117,1,1,10
2927981,0,0,3
24071684,0,1,3
41674555,0,0,3
24079952,0,0,3
26832270,0,0,3
5990052,0,0,3
20201070,0,1,3
9468615,0,0,3
24796967,0,1,3
5160365,0,0,3
24398546,0,0,3
42759734,0,0,3
36242383,0,2,3
50021414,10,10,11
5149061,0,0,3
44860053,0,0,4
27493570,0,2,3
26855707,0,0,3
36740204,0,0,5
21441814,0,0,4
40350165,0,0,3
33187609,0,0,3
39186930,0,0,3
21730996,0,0,3
38410977,0,0,3
32210326,0,0,3
21554925,0,0,3
49102654,0,1,3
42116588,0,0,3
50806985,0,0,3
53471650,0,0,4
4167646,0,0,3
36802132,0,0,3
49565826,0,0,4
52870345,0,0,3
1294969,0,0,3
5181007,0,0,3
31110308,0,0,3
36502478,0,4,3
34619679,0,7,3
37504105,0,0,3
14409718,3,3,11
24832398,0,0,4
49552703,0,0,3
18891452,0,0,4
12718439,0,1,7
22168972,0,0,4
18806881,0,0,3
13542767,0,0,3
46046171,0,0,4
45743763,0,0,5
45754656,0,0,6
5187800,0,0,3
50489412,0,0,4
5374421,0,0,3
11800257,0,0,3
12282249,0,0,3
49262621,108,114,4
10642143,0,7,4
2557241,0,0,3
35726754,0,0,3
42404563,0,1,3
22742581,0,0,3
31553757,0,0,3
3907702,0,0,3
13094698,0,0,3
36585767,0,1,3
13474153,0,1,3
34117917,0,0,3
52477909,0,0,3
47457421,0,0,5
6949667,0,0,3
23798669,0,0,4
35746345,0,0,3
32946511,0,0,3
35294216,1,1,6
13468232,0,0,3
35621699,0,0,3
5277733,0,0,3
9556224,0,0,3
13469475,0,0,3
1187541,0,0,3
31478703,0,0,3
45450213,0,0,3
19894762,0,0,3
30790042,0,1,3
19071385,0,1,3
33803559,0,0,4
36563821,0,0,3
10540214,0,0,3
5093489,0,0,3
37125002,0,0,3
7818862,0,128,3
42398006,0,0,4
36821903,2,2,4
47157607,0,0,3
21342317,0,0,5
21613246,0,1,4
12257115,0,0,3
5450950,0,0,3
11513173,0,0,4
7440035,0,0,3
45807405,0,0,5
1318076,0,0,3
32746731,0,1,3
14458071,0,0,4
49648598,0,0,3
47958747,0,0,3
7119659,0,0,3
52308911,0,0,5
6019254,0,0,3
32934012,0,2,3
1186313,0,0,3
43937580,0,48,3
37502242,0,0,3
30762068,0,1,3
6940819,0,0,3
11800778,0,0,4
24390017,0,0,3
38263252,0,0,3
40433507,0,0,6
48023512,0,0,3
43718717,0,0,4
31736732,0,0,3
51390704,0,0,3
31977107,0,1,3
33680935,0,1,3
3266117,0,0,3
37297978,0,0,3
43582800,0,0,3
26280397,0,0,3
17013973,0,12,5
13010552,0,0,3
47418586,0,0,3
13576906,0,0,3
31361883,0,0,3
16591327,0,0,3
29761149,0,0,5
5517674,0,0,3
16490622,0,0,5
9798594,0,0,3
16133260,0,1,3
16023432,0,0,6
15309237,0,0,4
8102665,0,0,3
405666,0,1,5
8946814,0,1,4
29404396,0,0,3
50346013,0,1,3
7961238,0,0,3
27896618,0,0,3
52095234,0,0,3
44692509,0,0,3
27630299,0,0,3
8768847,0,0,3
16554313,0,1,6
30249448,0,0,3
9130746,0,2,4
28797992,0,0,3
23111615,0,0,8
642759,0,0,3
2052964,0,0,3
4658468,0,0,3
16682053,0,0,3
46621851,0,0,3
46686410,0,0,6
29378508,0,0,3
4520064,0,0,3
8182601,0,0,3
29262497,4,5,5
46609528,0,3,3
15591749,0,2,3
1992548,0,0,3
7222751,0,0,4
25527921,0,0,4
15861116,0,1,3
15323900,0,0,3
28654575,0,0,4
28213903,0,0,3
2260888,0,0,4
24238220,0,0,3
26787700,0,8,3
26601611,0,0,3
27076314,0,0,5
29514590,0,0,3
5583111,0,0,3
1860339,0,0,3
2080972,0,0,4
46693000,0,0,3
28202728,0,0,3
27804652,0,0,8
9955234,0,9,4
13313566,0,0,3
2022014,0,0,5
28212601,0,0,3
15854462,0,0,4
26575807,0,0,3
13878806,0,0,3
40075476,0,2,4
8540844,0,0,3
39860550,0,0,3
43355496,0,0,3
8004965,0,0,3
5087605,0,0,5
26640067,0,7,3
4137616,0,0,4
12502674,1,1,4
27776476,0,0,3
12592671,0,0,4
27235115,0,0,3
14618371,0,0,4
17198461,0,0,6
4201954,0,0,4
2111852,0,0,3
22618210,0,0,3
13285894,0,0,3
28135669,0,0,3
28922844,0,0,3
7715356,0,0,3
25556624,0,0,4
15854156,0,0,3
3047930,0,0,4
24560897,0,0,5
29885188,0,43,3
25494579,0,1,3
4354130,0,0,3
22628346,0,0,5
21116750,0,0,3
43301525,0,1,3
15549680,0,0,6
12518993,0,0,3
43383348,0,1,3
27602177,0,0,3
38077023,0,0,3
9874576,0,1,3
15560931,0,0,4
1357569,0,3,5
13821738,0,0,3
14064414,0,0,3
39916348,0,0,3
34326741,0,0,3
15286930,0,0,3
9388488,0,0,3
18623369,0,1,3
1721734,5,5,5
40954960,0,0,3
7659073,0,0,5
11211861,0,0,3
29793982,0,0,3
22031553,0,0,4
28963926,0,0,3
39690270,0,0,6
47833095,0,0,3
31987314,0,0,3
17420253,0,0,5
43777881,0,0,3
27073373,0,0,3
46910809,0,0,3
19437342,0,6,3
42283550,0,0,3
25395051,0,0,3
45644384,0,0,3
50978261,0,0,3
7045722,0,1,3
7602797,0,0,3
38136489,0,0,4
28260488,0,0,4
18810996,0,0,3
33867945,0,0,3
2580880,1,1,4
44423842,0,1,3
23406601,0,0,3
12543395,0,0,3
38778299,0,0,3
43041431,1,1,10
21956030,0,0,6
38154491,0,0,3
41734273,0,0,3
17591280,0,0,3
21957749,0,0,3
48530338,5,6,7
7195267,0,0,4
23965669,0,0,3
11301383,0,0,5
38005194,0,0,5
40201557,0,0,3
14771155,0,0,3
61143,0,0,6
5699268,0,0,3
21777862,0,0,6
2403365,0,0,5
35812775,0,0,3
32677235,0,0,6
